Coin,LSTM_Corr,LSTM_Acc,ARIMA_Pred
BTC,0.9053,85.03,43007.322565821094
ETH,0.8369834841429022,68.54050000000001,2974.2829545261643
SOL,0.8241383343809469,70.937,2.0797891179846144
BNB,0.8723308705172442,76.63499999999999,0.2082881645222664
ADA,0.5995982181036605,71.75200000000001,363.8051190107406
